
**** Error Estimation Summary ****

DISP Displaced Species:
,Dichloromethane
,Chloroform
,Trichlorofluoromethane
,Dichlorodifluoromethane
,Carbon Tetrachloride
,1_1_2-Trichlorotrifluoroethane
,1_2-Dichloro-1_1_2_2-tetrafluoroethane
,Tetrachloroethene
,1_2-Dichlorobenzene
,1_4-Dichlorobenzene
,PCBTF
,N-Butane
,Isobutane
,N-Pentane
,Isopentane
,2-Methyl pentane
,Butene
,Propylene
,cis-2-Pentene
,Isoprene
,alpha-Pinene
,MVK
,Benzene
,Toluene
,Ethylbenzene
,Propylbenzene
,m_p-Xylene
,o-Xylene
,p-Isopropyl Toluene
,Naphthalene
,Methanol
,Ethanol
,Phenol
,Formaldehyde
,Acetaldehyde
,Isovaleraldehyde
,Hexaldehyde
,m_p-Tolualdehyde
,Phenylacetaldehyde
,Cyclohexanone
,Methyl acetate
,n-Butyl acetate
,Diethylphthalate
,D5-Siloxane

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.257
,%dQ:,-0.001733
,Swaps by Factor:,0,0,0,0,0,0,0,0,0,0,0,0,0

Concentrations for Factor 1,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Naphthalene,4.318469,,,,,,,,,0.503,3.94,7.377
Methanol,0.924851,,,,,,,,,0,3.157,6.314
Ethanol,1.5639,,,,,,,,,0,2.419,4.838
Phenol,0.4585378,,,,,,,,,0,1.924,3.848
Formaldehyde,4.721106,,,,,,,,,0.32,4.611,8.902
Acetaldehyde,6.453168,,,,,,,,,2.68,6.27,9.86
Isovaleraldehyde,4.995723,,,,,,,,,1.629,4.809,7.989
Hexaldehyde,5.454338,,,,,,,,,2.162,5.2065,8.251
m_p-Tolualdehyde,5.18684,,,,,,,,,1.083,5.22,9.357
Phenylacetaldehyde,3.106777,,,,,,,,,0,3.106,6.212
Cyclohexanone,11.35056,,,,,,,,,8.188,11.6675,15.147
Methyl acetate,0.3864419,,,,,,,,,0,1.029,2.058
n-Butyl acetate,0,,,,,,,,,0,0.964,1.928
Diethylphthalate,82.79561,,,,,,,,,79.664,82.664,85.664
D5-Siloxane,4.271246,,,,,,,,,0,3.31,6.62

Percent of Species Sum for Factor 9,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,8.313975,,,,,,,,,4.969,8.337,11.705
Chloroform,2.245173,,,,,,,,,0,2.693,5.386
Trichlorofluoromethane,4.232595,,,,,,,,,0.851,4.2555,7.66
Dichlorodifluoromethane,12.86064,,,,,,,,,8.094,12.9155,17.737
Carbon Tetrachloride,2.363043,,,,,,,,,0,3.015,6.03
1_1_2-Trichlorotrifluoroethane,1.938578,,,,,,,,,0,2.978,5.956
1_2-Dichloro-1_1_2_2-tetrafluoroethane,15.26061,,,,,,,,,11.068,15.271,19.474
Tetrachloroethene,0,,,,,,,,,0,0.7695,1.539
1_2-Dichlorobenzene,1.950547,,,,,,,,,0,2.28,4.56
1_4-Dichlorobenzene,0,,,,,,,,,0,3.3145,6.629
PCBTF,3.599869,,,,,,,,,0.593,3.369,6.145
N-Butane,32.76882,,,,,,,,,26.937,31.73,36.523
Isobutane,23.25032,,,,,,,,,20.265,23.208,26.151
N-Pentane,74.27074,,,,,,,,,65.117,72.1025,79.088
Isopentane,15.8381,,,,,,,,,13.061,15.7955,18.53
2-Methyl pentane,0.8647906,,,,,,,,,0,1.6825,3.365
Butene,26.43163,,,,,,,,,21.417,26.159,30.901
Propylene,30.64357,,,,,,,,,23.571,29.3025,35.034
cis-2-Pentene,19.98449,,,,,,,,,15.18,19.9215,24.663
Isoprene,2.694251,,,,,,,,,0,2.673,5.346
alpha-Pinene,4.159828,,,,,,,,,0.41,4.1095,7.809
MVK,1.755974,,,,,,,,,0,2.1885,4.377
Benzene,5.278186,,,,,,,,,1.679,5.2835,8.888
Toluene,7.243156,,,,,,,,,4.881,7.2195,9.558
Ethylbenzene,7.801836,,,,,,,,,5.472,7.793,10.114
Propylbenzene,7.189604,,,,,,,,,4.315,7.164,10.013
m_p-Xylene,13.49075,,,,,,,,,10.083,13.3505,16.618
o-Xylene,8.66306,,,,,,,,,6.019,8.613,11.207
p-Isopropyl Toluene,3.063502,,,,,,,,,0,3.0225,6.045
Naphthalene,0,,,,,,,,,0,0.183,0.366
Methanol,0.3158725,,,,,,,,,0,1.5545,3.109
Ethanol,0,,,,,,,,,0,1.515,3.03
Phenol,0,,,,,,,,,0,0.4165,0.833
Formaldehyde,0,,,,,,,,,0,2.171,4.342
Acetaldehyde,0,,,,,,,,,0,1.8035,3.607
Isovaleraldehyde,0,,,,,,,,,0,1.2525,2.505
Hexaldehyde,0,,,,,,,,,0,0.278,0.556
m_p-Tolualdehyde,0,,,,,,,,,0,2.32,4.64
Phenylacetaldehyde,0,,,,,,,,,0,1.188,2.376
Cyclohexanone,0,,,,,,,,,0,1.594,3.188
Methyl acetate,0,,,,,,,,,0,0.3515,0.703
n-Butyl acetate,10.34152,,,,,,,,,6.694,9.862,13.03
Diethylphthalate,0,,,,,,,,,0,1.233,2.466
D5-Siloxane,0,,,,,,,,,0,1.2475,2.495

Percent of Species Sum for Factor 10,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,7.328689,,,,,,,,,3.211,7.318,11.425
Chloroform,17.87788,,,,,,,,,13.285,17.7215,22.158
Trichlorofluoromethane,8.013268,,,,,,,,,4.136,7.9385,11.741
Dichlorodifluoromethane,3.487309,,,,,,,,,0,3.916,7.832
Carbon Tetrachloride,8.784705,,,,,,,,,4.583,8.7175,12.852
1_1_2-Trichlorotrifluoroethane,9.648574,,,,,,,,,5.376,9.5655,13.755
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.9731171,,,,,,,,,0,2.3055,4.611
Tetrachloroethene,20.99884,,,,,,,,,17.652,21.163,24.674
1_2-Dichlorobenzene,0,,,,,,,,,0,0.3955,0.791
1_4-Dichlorobenzene,0,,,,,,,,,0,1.579,3.158
PCBTF,15.10547,,,,,,,,,11.686,15.0515,18.417
N-Butane,17.68984,,,,,,,,,14.21,17.8875,21.565
Isobutane,45.59395,,,,,,,,,42.406,46.119,49.832
N-Pentane,0,,,,,,,,,0,4.311,8.622
Isopentane,25.98437,,,,,,,,,22.28,26.036,29.792
2-Methyl pentane,28.78236,,,,,,,,,24.781,28.9695,33.158
Butene,16.70823,,,,,,,,,12.663,16.7995,20.936
Propylene,5.513698,,,,,,,,,1.161,5.385,9.609
cis-2-Pentene,12.0507,,,,,,,,,8.443,13.2,17.957
Isoprene,0,,,,,,,,,0,3.511,7.022
alpha-Pinene,0.734201,,,,,,,,,0,3.7345,7.469
MVK,6.111599,,,,,,,,,1.638,7.196,12.754
Benzene,13.76205,,,,,,,,,8.016,13.6145,19.213
Toluene,5.829565,,,,,,,,,3.277,5.854,8.431
Ethylbenzene,6.032992,,,,,,,,,3.547,6.0345,8.522
Propylbenzene,7.95635,,,,,,,,,4.706,7.963,11.22
m_p-Xylene,0,,,,,,,,,0,0.3515,0.703
o-Xylene,2.742646,,,,,,,,,0.097,2.6995,5.302
p-Isopropyl Toluene,0,,,,,,,,,0,0.3515,0.703
Naphthalene,7.60806,,,,,,,,,3.291,7.477,11.663
Methanol,5.149705E-12,,,,,,,,,0,3.237,6.474
Ethanol,0,,,,,,,,,0,1.729,3.458
Phenol,0,,,,,,,,,0,0.6885,1.377
Formaldehyde,22.44401,,,,,,,,,15.176,22.7885,30.401
Acetaldehyde,25.55553,,,,,,,,,19.221,25.7255,32.23
Isovaleraldehyde,0,,,,,,,,,0,0.817,1.634
Hexaldehyde,0,,,,,,,,,0,0.432,0.864
m_p-Tolualdehyde,19.25692,,,,,,,,,11.951,19.1315,26.312
Phenylacetaldehyde,0,,,,,,,,,0,2.1885,4.377
Cyclohexanone,1.678436,,,,,,,,,0,3.51,7.02
Methyl acetate,23.54058,,,,,,,,,19.068,24.294,29.52
n-Butyl acetate,0,,,,,,,,,0,1.569,3.138
Diethylphthalate,0.4823702,,,,,,,,,0,2.2855,4.571
D5-Siloxane,44.87038,,,,,,,,,40.103,44.4615,48.82

Percent of Species Sum for Factor 11,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,8.75705,,,,,,,,,5.698,8.7665,11.835
Chloroform,0.3270883,,,,,,,,,0,1.403,2.806
Trichlorofluoromethane,0,,,,,,,,,0,0.326,0.652
Dichlorodifluoromethane,16.7972,,,,,,,,,14,16.9445,19.889
Carbon Tetrachloride,3.390327,,,,,,,,,1.035,3.4105,5.786
1_1_2-Trichlorotrifluoroethane,1.947542,,,,,,,,,0,2.2895,4.579
1_2-Dichloro-1_1_2_2-tetrafluoroethane,7.136192,,,,,,,,,4.619,7.543,10.467
Tetrachloroethene,12.51869,,,,,,,,,8.8,12.054,15.308
1_2-Dichlorobenzene,0,,,,,,,,,0,0.2575,0.515
1_4-Dichlorobenzene,0,,,,,,,,,0,1.419,2.838
PCBTF,19.82146,,,,,,,,,14.614,18.933,23.252
N-Butane,8.091584,,,,,,,,,6.112,9.3715,12.631
Isobutane,7.767797,,,,,,,,,5.161,7.8185,10.476
N-Pentane,0,,,,,,,,,0,3.8345,7.669
Isopentane,0,,,,,,,,,0,0.2385,0.477
2-Methyl pentane,5.523156,,,,,,,,,1.945,4.7045,7.464
Butene,6.611276,,,,,,,,,3.913,7.2315,10.55
Propylene,15.17266,,,,,,,,,12.481,16.27,20.059
cis-2-Pentene,0,,,,,,,,,0,0.376,0.752
Isoprene,4.44394,,,,,,,,,0.312,4.2435,8.175
alpha-Pinene,8.322255,,,,,,,,,3.97,8.344,12.718
MVK,1.564596,,,,,,,,,0,2.691,5.382
Benzene,0,,,,,,,,,0,1.142,2.284
Toluene,20.25089,,,,,,,,,17.107,20.062,23.017
Ethylbenzene,21.92105,,,,,,,,,19.113,21.9575,24.802
Propylbenzene,20.70628,,,,,,,,,17.33,20.5245,23.719
m_p-Xylene,24.16845,,,,,,,,,21.64,24.5095,27.379
o-Xylene,26.04615,,,,,,,,,22.985,26.202,29.419
p-Isopropyl Toluene,14.72192,,,,,,,,,11.223,14.3025,17.382
Naphthalene,21.07816,,,,,,,,,17.494,21.849,26.204
Methanol,2.884392,,,,,,,,,0,3.3785,6.757
Ethanol,5.353189,,,,,,,,,0,4.5225,9.045
Phenol,0,,,,,,,,,0,0.351,0.702
Formaldehyde,8.671226,,,,,,,,,3.109,8.61,14.111
Acetaldehyde,16.36435,,,,,,,,,11.675,16.3775,21.08
Isovaleraldehyde,19.1679,,,,,,,,,15.809,19.1845,22.56
Hexaldehyde,22.78311,,,,,,,,,19.429,22.9475,26.466
m_p-Tolualdehyde,34.28257,,,,,,,,,28.625,34.359,40.093
Phenylacetaldehyde,2.547525,,,,,,,,,0,2.7925,5.585
Cyclohexanone,38.02662,,,,,,,,,33.413,38.0255,42.638
Methyl acetate,2.909702,,,,,,,,,0,2.8815,5.763
n-Butyl acetate,23.85724,,,,,,,,,19.849,23.463,27.077
Diethylphthalate,0,,,,,,,,,0,1.4755,2.951
D5-Siloxane,0,,,,,,,,,0,1.842,3.684

Percent of Species Sum for Factor 12,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,13.19887,,,,,,,,,8.479,12.977,17.475
Chloroform,31.39431,,,,,,,,,26.949,31.248,35.547
Trichlorofluoromethane,29.34154,,,,,,,,,24.571,28.8935,33.216
Dichlorodifluoromethane,4.755354,,,,,,,,,0,4.2025,8.405
Carbon Tetrachloride,22.41085,,,,,,,,,17.539,21.9175,26.296
1_1_2-Trichlorotrifluoroethane,24.09903,,,,,,,,,19.033,23.5375,28.042
1_2-Dichloro-1_1_2_2-tetrafluoroethane,5.32492,,,,,,,,,0,4.515,9.03
Tetrachloroethene,15.04526,,,,,,,,,11.815,15.075,18.335
1_2-Dichlorobenzene,5.54186,,,,,,,,,1.4,4.8415,8.283
1_4-Dichlorobenzene,2.412541,,,,,,,,,0,2.3155,4.631
PCBTF,0,,,,,,,,,0,1.8215,3.643
N-Butane,3.28359,,,,,,,,,0,3.3395,6.679
Isobutane,11.9771,,,,,,,,,6.453,10.896,15.339
N-Pentane,4.735268,,,,,,,,,0,5.7785,11.557
Isopentane,33.48318,,,,,,,,,29.432,33.1405,36.849
2-Methyl pentane,38.76833,,,,,,,,,34.897,38.7085,42.52
Butene,5.33632,,,,,,,,,0.526,4.9765,9.427
Propylene,0,,,,,,,,,0,0.286,0.572
cis-2-Pentene,26.10131,,,,,,,,,20.305,25.439,30.573
Isoprene,0.8610057,,,,,,,,,0,2.7225,5.445
alpha-Pinene,0,,,,,,,,,0,1.7925,3.585
MVK,0,,,,,,,,,0,1.6185,3.237
Benzene,28.83248,,,,,,,,,22.435,28.3855,34.336
Toluene,23.48927,,,,,,,,,20.377,23.5555,26.734
Ethylbenzene,21.11937,,,,,,,,,17.965,21.205,24.445
Propylbenzene,21.9728,,,,,,,,,18.376,22.0165,25.657
m_p-Xylene,15.69396,,,,,,,,,11.435,15.3255,19.216
o-Xylene,20.65152,,,,,,,,,16.763,20.667,24.571
p-Isopropyl Toluene,44.03956,,,,,,,,,40.221,44.2835,48.346
Naphthalene,15.29137,,,,,,,,,10.007,15.15,20.293
Methanol,0.1775247,,,,,,,,,0,2.2945,4.589
Ethanol,0,,,,,,,,,0,1.485,2.97
Phenol,1.949369,,,,,,,,,0,3.13,6.26
Formaldehyde,3.02286,,,,,,,,,0,4.5465,9.093
Acetaldehyde,3.490314,,,,,,,,,0,4.4305,8.861
Isovaleraldehyde,5.041272,,,,,,,,,1.375,4.9475,8.52
Hexaldehyde,0,,,,,,,,,0,0.216,0.432
m_p-Tolualdehyde,3.505391,,,,,,,,,0,4.1265,8.253
Phenylacetaldehyde,7.534879,,,,,,,,,1.73,6.8345,11.939
Cyclohexanone,5.415833,,,,,,,,,0.796,5.384,9.972
Methyl acetate,30.29932,,,,,,,,,24.722,30.25,35.778
n-Butyl acetate,14.39025,,,,,,,,,10.169,14.5305,18.892
Diethylphthalate,0,,,,,,,,,0,1.312,2.624
D5-Siloxane,0,,,,,,,,,0,1.1045,2.209

Percent of Species Sum for Factor 13,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,6.031509,,,,,,,,,3.192,6.0715,8.951
Chloroform,0,,,,,,,,,0,0.5505,1.101
Trichlorofluoromethane,9.478971,,,,,,,,,6.732,9.5805,12.429
Dichlorodifluoromethane,5.142475,,,,,,,,,2.271,5.0965,7.922
Carbon Tetrachloride,7.11831,,,,,,,,,4.401,7.1785,9.956
1_1_2-Trichlorotrifluoroethane,8.387228,,,,,,,,,5.362,8.432,11.502
1_2-Dichloro-1_1_2_2-tetrafluoroethane,9.02081,,,,,,,,,6.134,8.831,11.528
Tetrachloroethene,2.434417,,,,,,,,,0.083,2.4615,4.84
1_2-Dichlorobenzene,0,,,,,,,,,0,0.952,1.904
1_4-Dichlorobenzene,1.238532,,,,,,,,,0,2.9455,5.891
PCBTF,0.2924018,,,,,,,,,0,1.076,2.152
N-Butane,3.29485,,,,,,,,,1.501,3.362,5.223
Isobutane,0,,,,,,,,,0,0.373,0.746
N-Pentane,3.859604,,,,,,,,,0,3.297,6.594
Isopentane,2.334413,,,,,,,,,0.462,2.4605,4.459
2-Methyl pentane,3.638908,,,,,,,,,1.362,3.7155,6.069
Butene,6.074159,,,,,,,,,3.316,6.1205,8.925
Propylene,0,,,,,,,,,0,0.2295,0.459
cis-2-Pentene,13.001,,,,,,,,,9.78,13.177,16.574
Isoprene,56.4918,,,,,,,,,52.453,57.2135,61.974
alpha-Pinene,47.30865,,,,,,,,,43.239,47.923,52.607
MVK,55.18933,,,,,,,,,51.348,55.969,60.59
Benzene,0,,,,,,,,,0,2.4155,4.831
Toluene,1.879417,,,,,,,,,0.424,1.9255,3.427
Ethylbenzene,1.55273,,,,,,,,,0.174,1.607,3.04
Propylbenzene,3.447786,,,,,,,,,1.35,3.4815,5.613
m_p-Xylene,0,,,,,,,,,0,0.3345,0.669
o-Xylene,0.01978699,,,,,,,,,0,0.7865,1.573
p-Isopropyl Toluene,16.47523,,,,,,,,,12.672,16.6875,20.703
Naphthalene,9.634589,,,,,,,,,6.921,9.7745,12.628
Methanol,1.831484,,,,,,,,,0,2.8945,5.789
Ethanol,2.384716,,,,,,,,,0,2.6435,5.287
Phenol,35.13464,,,,,,,,,30.878,35.305,39.732
Formaldehyde,28.31448,,,,,,,,,23.071,28.56,34.049
Acetaldehyde,17.59863,,,,,,,,,13.188,17.7525,22.317
Isovaleraldehyde,6.104836,,,,,,,,,2.26,6.219,10.178
Hexaldehyde,7.358628,,,,,,,,,1.81,7.0685,12.327
m_p-Tolualdehyde,11.76622,,,,,,,,,6.579,11.8915,17.204
Phenylacetaldehyde,18.65957,,,,,,,,,14.188,18.516,22.844
Cyclohexanone,0,,,,,,,,,0,2.2225,4.445
Methyl acetate,0.3859292,,,,,,,,,0,1.5075,3.015
n-Butyl acetate,0,,,,,,,,,0,0.28,0.56
Diethylphthalate,0,,,,,,,,,0,1.8475,3.695
D5-Siloxane,0,,,,,,,,,0,0.499,0.998

Percent of Factor Total for Factor 1,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,1.63290200912388,,,,,,,,,6.24519,1.224674,0.7884095,
Chloroform,0.0952225543982963,,,,,,,,,0.0924072,0.06894556,0.06690683,
Trichlorofluoromethane,0.268160181320269,,,,,,,,,0,0.3306228,0.3593526,
Dichlorodifluoromethane,0.39168549598918,,,,,,,,,0,0.5352241,0.581733,
Carbon Tetrachloride,0.102973290988434,,,,,,,,,0,0.1035988,0.1126011,
1_1_2-Trichlorotrifluoroethane,0.109510583627224,,,,,,,,,0,0.1142201,0.1241454,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0840665223951436,,,,,,,,,0.2288119,0.06602409,0.05187843,
Tetrachloroethene,0.0616724689326661,,,,,,,,,0.2351333,0.04612436,0.02970019,
1_2-Dichlorobenzene,0.0111062917330749,,,,,,,,,0.01337104,0.01062657,0.01038809,
1_4-Dichlorobenzene,0.0120639285811652,,,,,,,,,0,0.01208187,0.01313174,
PCBTF,0.325536402749517,,,,,,,,,1.393844,0.2461004,0.1463657,
N-Butane,1.28313498909363,,,,,,,,,2.684303,1.24385,1.11868,
Isobutane,0,,,,,,,,,0,0.04551362,0.04946857,
N-Pentane,0.610821448482269,,,,,,,,,1.622918,0.5598211,0.4674419,
Isopentane,0,,,,,,,,,0,0.2652685,0.2883193,
2-Methyl pentane,2.71374168002216,,,,,,,,,9.058979,2.035213,1.424874,
Butene,1.42863894398041,,,,,,,,,4.213929,1.136577,0.8691664,
Propylene,0,,,,,,,,,0,0.1094414,0.1189514,
cis-2-Pentene,0.0606940614223455,,,,,,,,,0.1706193,0.04649526,0.03570934,
Isoprene,3.52472672083929,,,,,,,,,0,2.443601,2.65594,
alpha-Pinene,0.532018649173375,,,,,,,,,0,0.4044341,0.4395779,
MVK,1.86148861293174,,,,,,,,,0.03237426,1.212426,1.314968,
Benzene,3.1790045139802,,,,,,,,,10.64902,2.394671,1.6774,
Toluene,2.58026284537396,,,,,,,,,9.406912,1.977419,1.331824,
Ethylbenzene,0.363486589029717,,,,,,,,,1.306237,0.2815205,0.1924765,
Propylbenzene,0.0770099632005967,,,,,,,,,0.2573168,0.05940368,0.04220577,
m_p-Xylene,0.0101727051254618,,,,,,,,,-8.774516E-18,0.06399499,0.0695559,
o-Xylene,0.179086836134882,,,,,,,,,0.4644193,0.1488373,0.1214144,
p-Isopropyl Toluene,0,,,,,,,,,0,0.002986895,0.003246444,
Naphthalene,0.00454281712794719,,,,,,,,,-9.435969E-18,0.02819179,0.03064154,
Methanol,44.4984108464801,,,,,,,,,0,53.97889,58.66945,
Ethanol,0,,,,,,,,,0,3.051902,3.317101,
Phenol,4.8850411180096,,,,,,,,,15.24529,3.495749,2.474757,
Formaldehyde,19.5577648752967,,,,,,,,,13.09881,13.5966,13.63985,
Acetaldehyde,2.30193597148835,,,,,,,,,0,3.223287,3.503378,
Isovaleraldehyde,0,,,,,,,,,0,0.03338426,0.03628522,
Hexaldehyde,0,,,,,,,,,0,0.01027388,0.01116664,
m_p-Tolualdehyde,0,,,,,,,,,0,0.0007825798,0.000850583,
Phenylacetaldehyde,1.54342418262137,,,,,,,,,5.358664,1.188522,0.8261521,
Cyclohexanone,0,,,,,,,,,0,0.001371094,0.001490237,
Methyl acetate,2.41939953236427,,,,,,,,,6.572731,1.704998,1.28201,
n-Butyl acetate,2.88236666154948,,,,,,,,,11.64872,2.162722,1.338425,
Diethylphthalate,0.407924874275004,,,,,,,,,0,0.2234516,0.2428687,
D5-Siloxane,0,,,,,,,,,0,0.1101505,0.1197222,

Percent of Factor Total for Factor 2,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.16415193607996,,,,,,,,,0,0.1874494,0.2095537,
Chloroform,0.198609040446285,,,,,,,,,0.4730529,0.1420322,0.1029978,
Trichlorofluoromethane,1.11672758969336,,,,,,,,,2.589323,0.7963709,0.5849439,
Dichlorodifluoromethane,0.141071169758408,,,,,,,,,-2.281389E-16,0.2301582,0.2572988,
Carbon Tetrachloride,0.61028598156343,,,,,,,,,1.51476,0.4294059,0.3014196,
1_1_2-Trichlorotrifluoroethane,0.204209464406622,,,,,,,,,0.2133209,0.1422874,0.1339111,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0186538371910517,,,,,,,,,0,0.01306947,0.01461064,
Tetrachloroethene,0.0418284525789696,,,,,,,,,0.09860379,0.03209981,0.02425758,
1_2-Dichlorobenzene,0.00565352879789009,,,,,,,,,0,0.005835814,0.00652398,
1_4-Dichlorobenzene,0.0254895590249291,,,,,,,,,0,0.02866299,0.03204297,
PCBTF,0.0567855521558751,,,,,,,,,0.07836184,0.05638601,0.05379459,
N-Butane,0,,,,,,,,,0,0.02854442,0.03191041,
Isobutane,0,,,,,,,,,0,0.06233312,0.06968352,
N-Pentane,0,,,,,,,,,0,0.03756696,0.0419969,
Isopentane,1.96304778816827,,,,,,,,,5.294125,1.40356,0.9447796,
2-Methyl pentane,0.0838537592971444,,,,,,,,,0,0.3092402,0.3457062,
Butene,0.00072517860280969,,,,,,,,,-5.714651E-18,0.14532,0.1624563,
Propylene,0.44132714208427,,,,,,,,,0,0.438919,0.4906768,
cis-2-Pentene,0,,,,,,,,,0,0.001641196,0.001834728,
Isoprene,1.62099464628556,,,,,,,,,2.304127,1.178473,1.045735,
alpha-Pinene,0.484291702466638,,,,,,,,,0.8015789,0.3462924,0.2926045,
MVK,0.65053426002498,,,,,,,,,0.7829542,0.511967,0.4800119,
Benzene,2.03255713732178,,,,,,,,,4.270403,1.460638,1.129307,
Toluene,3.50804758071411,,,,,,,,,9.532594,2.597914,1.780168,
Ethylbenzene,0.632130687010903,,,,,,,,,1.745513,0.4642026,0.3131089,
Propylbenzene,0.128763971055378,,,,,,,,,0.3374168,0.09465579,0.06602912,
m_p-Xylene,1.05004134253622,,,,,,,,,2.955431,0.7409907,0.4798613,
o-Xylene,0.734914489694418,,,,,,,,,2.050994,0.5307586,0.3514905,
p-Isopropyl Toluene,0,,,,,,,,,0,0.001401377,0.001566629,
Naphthalene,0.485649843427047,,,,,,,,,1.36566,0.3419914,0.2212791,
Methanol,45.7098363236882,,,,,,,,,0,57.59009,64.38119,
Ethanol,2.71796052200444,,,,,,,,,-1.601523E-15,3.087012,3.451036,
Phenol,1.17944623404482,,,,,,,,,1.771777,0.9793818,0.8859417,
Formaldehyde,8.35867091083,,,,,,,,,0,7.014565,7.841731,
Acetaldehyde,19.4107337262908,,,,,,,,,46.62826,13.90759,10.04913,
Isovaleraldehyde,0.102646462586395,,,,,,,,,0,0.08019763,0.08965464,
Hexaldehyde,0,,,,,,,,,0,0.02294845,0.02565456,
m_p-Tolualdehyde,0.0147144654053269,,,,,,,,,0.03502165,0.01086396,0.008015262,
Phenylacetaldehyde,0,,,,,,,,,0,0.06140607,0.06864715,
Cyclohexanone,0.0211526639580959,,,,,,,,,0.05380223,0.01495483,0.0103739,
Methyl acetate,1.54355009152068,,,,,,,,,3.467164,1.181715,0.9122124,
n-Butyl acetate,0.507708189025595,,,,,,,,,0.5583843,0.446427,0.4332248,
Diethylphthalate,0.78894255790034,,,,,,,,,1.48423,0.5124763,0.3978859,
D5-Siloxane,3.24427829418979,,,,,,,,,9.593143,2.330202,1.473748,

Percent of Factor Total for Factor 3,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.525656985823577,,,,,,,,,3.77033,0.6755083,0.4088718,
Chloroform,0.0891248295548845,,,,,,,,,0.6383718,0.1150546,0.0699679,
Trichlorofluoromethane,1.53897109553653,,,,,,,,,11.39088,1.983548,1.173052,
Dichlorodifluoromethane,3.50880933724972,,,,,,,,,26.38143,4.516231,2.63242,
Carbon Tetrachloride,0.481176165841699,,,,,,,,,3.572661,0.620437,0.3660861,
1_1_2-Trichlorotrifluoroethane,0.580372124449085,,,,,,,,,4.30651,0.7484605,0.4419144,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.138000112097865,,,,,,,,,1.034515,0.1778228,0.1040139,
Tetrachloroethene,0.00266908232690001,,,,,,,,,0.005622863,0.003462141,0.003275983,
1_2-Dichlorobenzene,0.00539691290660627,,,,,,,,,0.01435347,0.0053333,0.004556162,
1_4-Dichlorobenzene,0,,,,,,,,,0,0.003545418,0.003850876,
PCBTF,0,,,,,,,,,0,0.0005651574,0.000613849,
N-Butane,0.601540145698322,,,,,,,,,3.604168,0.8059715,0.564891,
Isobutane,0.250029766407569,,,,,,,,,1.488609,0.3051606,0.2031998,
N-Pentane,0.00965289744323712,,,,,,,,,-3.461262E-17,0.06279345,0.06820346,
Isopentane,0,,,,,,,,,0,0.01607064,0.01745521,
2-Methyl pentane,0.255275146122413,,,,,,,,,1.402771,0.3174676,0.2239625,
Butene,0.32491047593681,,,,,,,,,1.856452,0.4268381,0.3036687,
Propylene,0.99573625946854,,,,,,,,,5.892735,1.270418,0.872179,
cis-2-Pentene,0.0265742592753369,,,,,,,,,0.1711633,0.03427257,0.02247866,
Isoprene,0.532534261449706,,,,,,,,,0.3600605,0.7366475,0.7690926,
alpha-Pinene,0.264227260835747,,,,,,,,,1.270198,0.3504642,0.2712239,
MVK,0.160350092242848,,,,,,,,,-1.305888E-16,0.2848027,0.3093401,
Benzene,0.76414691685849,,,,,,,,,4.483362,0.9763622,0.6742143,
Toluene,0.0670126399569751,,,,,,,,,0.1077462,0.08678292,0.08497682,
Ethylbenzene,0.00980163309915136,,,,,,,,,0.00790749,0.01242591,0.01281519,
Propylbenzene,0,,,,,,,,,0,0.001692899,0.001838752,
