
**** Error Estimation Summary ****

DISP Displaced Species:
,1-Butene + Isobutylene
,2-Methyl pentane
,Acetaldehyde
,Benzene_ 1_2-dichloro-
,Benzene_ 1_4-dichloro
,Benzene_ propyl-
,Carbon Tetrachloride
,Chloroform
,Cyclohexanone
,Decamethylcyclopentasiloxane
,Dichlorodifluoromethane
,Dichloromethane
,Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-
,Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-
,Ethanol
,Ethylbenzene
,Formaldehyde
,Hexaldehyde
,Isobutane
,Isopentane
,Isoprene
,Isovaleraldehyde
,MVK
,Methanol
,Methyl acetate
,N-Butane
,Naphthalene
,Parachlorobenzotrifluoride
,Pentane
,Phenol
,Phenylacetaldehyde
,Propylene
,Tetrachloroethene
,Toluene
,Trichlorofluoromethane
,a-Pinene
,cis-2-Pentene
,m_p-Tolualdehyde
,m_p-Xylene
,n-Butyl acetate
,o-Xylene
,p-Cymene
,p-Isopropyl Toluene

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.355
,%dQ:,-0.001627
,Swaps by Factor:,0,0,0,0,0,0,0,0,0

Concentrations for MIxing solvents,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Benzene_ propyl-,0.000565589263807635,,,,,,,,,0.000224887,0.0004860129,0.0007163204,
Carbon Tetrachloride,0.00129744879398319,,,,,,,,,1.089852E-05,0.001303325,0.002443218,
Chloroform,0.000962758913901616,,,,,,,,,0.0003055991,0.0008871538,0.001400073,
Cyclohexanone,0.000129725954327351,,,,,,,,,5.50897E-05,0.0001212605,0.0001796217,
Decamethylcyclopentasiloxane,0.0048010201466042,,,,,,,,,0.001765981,0.004435108,0.006789221,
Dichlorodifluoromethane,0.0118623696622637,,,,,,,,,0.003804955,0.01130101,0.01791237,
Dichloromethane,0.00756827105946417,,,,,,,,,0.00509567,0.007387105,0.009408101,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.00171690947409674,,,,,,,,,0.000224026,0.001728273,0.003054988,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.000432086406031244,,,,,,,,,0.0001510633,0.0004323643,0.0006804658,
Ethanol,0,,,,,,,,,0,0.1254756,0.2361425,
Ethylbenzene,0.00288093651775056,,,,,,,,,0.001225897,0.002357484,0.003355519,
Formaldehyde,0.013877484183196,,,,,,,,,0,0.1014296,0.1908885,
Hexaldehyde,0,,,,,,,,,0,0.001584917,0.00298278,
Isobutane,0.00597951135164124,,,,,,,,,0.0009485851,0.005514378,0.009541311,
Isopentane,0.0118996790878878,,,,,,,,,0.007142125,0.01174502,0.01580467,
Isoprene,0.0116944772469556,,,,,,,,,0,0.02927389,0.05509286,
Isovaleraldehyde,0,,,,,,,,,0,0.0008571873,0.001613209,
MVK,0.00369620153926677,,,,,,,,,0,0.01261437,0.02373999,
Methanol,99.8202868244437,,,,,,,,,99.95277,99.53838,99.17287,
Methyl acetate,0.0091567604091304,,,,,,,,,0.003129673,0.008294832,0.01285039,
N-Butane,0.00325781578818452,,,,,,,,,0,0.004022853,0.007570926,
Naphthalene,0.00171447625068648,,,,,,,,,0.001195069,0.001678547,0.002104965,
Parachlorobenzotrifluoride,0.00125551624387967,,,,,,,,,0.0009200296,0.001137993,0.001330231,
Pentane,0.000766708696573649,,,,,,,,,0,0.000640079,0.001204615,
Phenol,0.00138247643426403,,,,,,,,,-8.797159E-19,0.008634717,0.01625036,
Phenylacetaldehyde,0.000476222375111835,,,,,,,,,0,0.002526711,0.004755219,
Propylene,0,,,,,,,,,0,0.002160962,0.004066885,
Tetrachloroethene,0.000249878526326103,,,,,,,,,0.0001212967,0.0002268603,0.0003199651,
Toluene,0.0164918475584444,,,,,,,,,0.006400924,0.0134199,0.01961048,
Trichlorofluoromethane,0.00701809221058819,,,,,,,,,0.002724843,0.007114761,0.01098658,
a-Pinene,0.00194022531152748,,,,,,,,,0,0.005121361,0.009638294,
cis-2-Pentene,0,,,,,,,,,0,2.883663E-05,5.426995E-05,
m_p-Tolualdehyde,5.52125427604184E-05,,,,,,,,,0,6.265644E-05,0.0001179181,
m_p-Xylene,0.00291743486890449,,,,,,,,,0.0006500579,0.002279193,0.003716057,
n-Butyl acetate,0.00878042185500984,,,,,,,,,0.00403913,0.00722907,0.01004253,
o-Xylene,0.00273724115746673,,,,,,,,,0.0009760255,0.002182103,0.003245839,
p-Cymene,6.67703539591643E-05,,,,,,,,,0,0.0001784627,0.0003358631,
p-Isopropyl Toluene,0.00075596195984499,,,,,,,,,0.0004074419,0.000862314,0.001263502,

Percent of Factor Total for Dichloro benzene,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,1.42444401049754,,,,,,,,,3.141457,1.38791,1.011415,
2-Methyl pentane,0.315734039486662,,,,,,,,,0.3835599,0.307931,0.2916932,
Acetaldehyde,11.0587113983575,,,,,,,,,22.04055,10.64327,8.19622,
Benzene,0.0466777680261973,,,,,,,,,0,0.09733474,0.118233,
Benzene_ 1_2-dichloro-,0.320361461603967,,,,,,,,,0.842676,0.3120076,0.1980704,
Benzene_ 1_4-dichloro,0.324186882088837,,,,,,,,,0.8367761,0.314922,0.2028773,
Benzene_ propyl-,0.0545558427917936,,,,,,,,,0.1198415,0.05483443,0.04087709,
Carbon Tetrachloride,0,,,,,,,,,0,0.09279951,0.112724,
Chloroform,0.052012351900356,,,,,,,,,0.08494755,0.05941921,0.05393814,
Cyclohexanone,0.00793917965187715,,,,,,,,,0.01406173,0.007770265,0.006419457,
Decamethylcyclopentasiloxane,0.875136543202589,,,,,,,,,2.127063,0.8408378,0.5646788,
Dichlorodifluoromethane,0.546411350288939,,,,,,,,,0.2427592,1.061364,1.237123,
Dichloromethane,0.245476150448404,,,,,,,,,0.3643551,0.2929492,0.277618,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.0760373928656493,,,,,,,,,0.01026246,0.1530302,0.1836832,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.017622394599685,,,,,,,,,-8.086091E-18,0.03851738,0.04678725,
Ethanol,6.38609712557391,,,,,,,,,-5.400359E-15,4.974996,6.043152,
Ethylbenzene,0.177108693829457,,,,,,,,,0.3680922,0.1859599,0.1468551,
Formaldehyde,17.031077523072,,,,,,,,,27.23104,16.54611,14.252,
Hexaldehyde,1.38899044627005,,,,,,,,,2.751132,1.5136,1.247895,
Isobutane,0.717918762875991,,,,,,,,,1.420533,0.6991966,0.5443221,
Isopentane,1.7107458630923,,,,,,,,,3.945983,1.659688,1.168808,
Isoprene,1.09568699212229,,,,,,,,,0.5152599,0.9970511,1.100494,
Isovaleraldehyde,0.484517192560363,,,,,,,,,0.972023,0.5234357,0.4271218,
MVK,0.536551822283842,,,,,,,,,0.2687117,0.4749946,0.5192847,
Methanol,40.4539807548067,,,,,,,,,0,41.68867,50.63945,
Methyl acetate,0.204313098409047,,,,,,,,,0.162118,0.2127679,0.2236427,
N-Butane,3.7394917385375,,,,,,,,,8.97972,3.649747,2.505375,
Naphthalene,0,,,,,,,,,0,0.0009869868,0.001198898,
Parachlorobenzotrifluoride,0.039398648447999,,,,,,,,,0.08251321,0.04169418,0.03293013,
Pentane,0.0349691807018743,,,,,,,,,0,0.05310474,0.06450661,
Phenol,1.66504450022813,,,,,,,,,3.639744,1.731065,1.321262,
Phenylacetaldehyde,0.828989623875956,,,,,,,,,1.505242,0.9361297,0.8139385,
Propylene,5.57314753434666,,,,,,,,,13.30305,5.544698,3.87894,
Tetrachloroethene,0.0355560422138627,,,,,,,,,0.08161699,0.03446013,0.02433532,
Toluene,1.13661453574577,,,,,,,,,2.389874,1.189925,0.9322904,
Trichlorofluoromethane,0.201054171140739,,,,,,,,,0,0.417529,0.5071746,
a-Pinene,0.275462100372234,,,,,,,,,0.2718259,0.2688265,0.2681825,
cis-2-Pentene,0,,,,,,,,,0,0.0007707145,0.0009361908,
m_p-Tolualdehyde,0.00688893941892619,,,,,,,,,0.01090764,0.00669135,0.005786092,
m_p-Xylene,0.56360346464773,,,,,,,,,1.303142,0.5562129,0.3958436,
n-Butyl acetate,0.0552585489840226,,,,,,,,,-5.996572E-17,0.1327573,0.1612609,
o-Xylene,0.226864620502049,,,,,,,,,0.4863489,0.2325875,0.1781036,
p-Cymene,0.017900549134109,,,,,,,,,0.01824284,0.01740667,0.01722714,
p-Isopropyl Toluene,0.0474523997616526,,,,,,,,,0.08456,0.0440355,0.03533468,

Percent of Factor Total for Ethanol,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.210636254487868,,,,,,,,,0.1797587,0.1561147,0.1473735,
2-Methyl pentane,0.131234902675752,,,,,,,,,0.01484394,0.1220091,0.1616279,
Acetaldehyde,2.90965282787213,,,,,,,,,2.257389,2.307716,2.326322,
Benzene,0.100287495746465,,,,,,,,,0,0.06164246,0.08443162,
Benzene_ 1_2-dichloro-,0.00153648282499045,,,,,,,,,0.0009057571,0.001832295,0.002174835,
Benzene_ 1_4-dichloro,0,,,,,,,,,0,0.0009995206,0.001369043,
Benzene_ propyl-,0.000180882000596818,,,,,,,,,-9.486677E-20,0.001853463,0.002538686,
Carbon Tetrachloride,0.0165102551666126,,,,,,,,,0,0.01563502,0.02141527,
Chloroform,0.0211859236352061,,,,,,,,,0.01319021,0.01563029,0.01653238,
Cyclohexanone,0.003753957746555,,,,,,,,,0.003673699,0.003016732,0.002773852,
Decamethylcyclopentasiloxane,0.185624783923812,,,,,,,,,0.2012079,0.1405297,0.118097,
Dichlorodifluoromethane,0.0475859260475105,,,,,,,,,0,0.06277401,0.0859815,
Dichloromethane,0,,,,,,,,,0,0.01748195,0.02394502,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.0273709306971702,,,,,,,,,0,0.02147014,0.02940763,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0,,,,,,,,,0,0.0006475423,0.0008869381,
Ethanol,71.5474219379167,,,,,,,,,92.26875,53.63563,39.35299,
Ethylbenzene,0.00812805678473398,,,,,,,,,0,0.01067251,0.01461812,
Formaldehyde,5.52444771116979,,,,,,,,,4.000214,4.400328,4.548249,
Hexaldehyde,0.106642527116377,,,,,,,,,0.0592746,0.1005227,0.1157721,
Isobutane,0,,,,,,,,,0,0.02225026,0.03047615,
Isopentane,0.222090523654948,,,,,,,,,0.161758,0.1658846,0.1674102,
Isoprene,0.677382808633432,,,,,,,,,0.322202,0.5772391,0.6715261,
Isovaleraldehyde,0.0596710748835594,,,,,,,,,0.03924632,0.05267979,0.05764613,
MVK,0.423136810597981,,,,,,,,,0.2926745,0.3469245,0.3669806,
Methanol,17.1724551028344,,,,,,,,,0,37.08394,50.79384,
Methyl acetate,0.127737472832418,,,,,,,,,0.03839778,0.09479533,0.1156455,
N-Butane,0.12286195122992,,,,,,,,,0.01976364,0.09063617,0.1168377,
Naphthalene,0.0145457286891544,,,,,,,,,0.009247434,0.01073567,0.01128586,
Parachlorobenzotrifluoride,0.00463808414788905,,,,,,,,,0.000181097,0.005272686,0.007155041,
Pentane,0,,,,,,,,,0,0.00465879,0.006381141,
Phenol,0,,,,,,,,,0,0.07782694,0.1065995,
Phenylacetaldehyde,0,,,,,,,,,0,0.01049842,0.01437968,
Propylene,0.000103840108917817,,,,,,,,,-4.40211E-18,0.05110759,0.07000201,
Tetrachloroethene,0.00144472935634998,,,,,,,,,0,0.001380386,0.001890714,
Toluene,0.0708270557910808,,,,,,,,,0,0.0760752,0.1042001,
Trichlorofluoromethane,0,,,,,,,,,0,0.03237385,0.04434243,
a-Pinene,0.131549596789587,,,,,,,,,0.05810963,0.1068834,0.124915,
cis-2-Pentene,0.00323732248099813,,,,,,,,,0,0.002806742,0.003844392,
m_p-Tolualdehyde,0.000618396305305562,,,,,,,,,0,0.0007451388,0.001020616,
m_p-Xylene,0,,,,,,,,,0,0.008236403,0.01128139,
n-Butyl acetate,0.0742991311323522,,,,,,,,,0.01596155,0.05607026,0.07089841,
o-Xylene,0.00654384783821403,,,,,,,,,0,0.009727551,0.01332382,
p-Cymene,0.00831612753238618,,,,,,,,,0.005648108,0.006396377,0.006673011,
p-Isopropyl Toluene,0.0363553730750992,,,,,,,,,0.03758553,0.02834813,0.02493307,

Percent of Factor Total for BTEX,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.291651586129121,,,,,,,,,0,0.1933877,0.2111886,
2-Methyl pentane,0.221360234505787,,,,,,,,,0,0.2130493,0.23266,
Acetaldehyde,17.8368784002597,,,,,,,,,45.64487,11.14166,7.965719,
Benzene,0.639496647482745,,,,,,,,,1.365395,0.4543819,0.3705254,
Benzene_ 1_2-dichloro-,0,,,,,,,,,0,0.002070334,0.002260904,
Benzene_ 1_4-dichloro,0,,,,,,,,,0,0.002186396,0.002387649,
Benzene_ propyl-,0.163629666403017,,,,,,,,,0.5290913,0.1025058,0.0632396,
Carbon Tetrachloride,0.0748130450903836,,,,,,,,,0,0.05614406,0.06131199,
Chloroform,0.0251300540570194,,,,,,,,,0,0.02327989,0.02542275,
Cyclohexanone,0.035921766264927,,,,,,,,,0.1126438,0.02235242,0.01404132,
Decamethylcyclopentasiloxane,0.169702597774821,,,,,,,,,0.08132032,0.1204279,0.1240276,
Dichlorodifluoromethane,0.702772065968467,,,,,,,,,0.264946,0.4352984,0.450979,
Dichloromethane,0.309389449343971,,,,,,,,,0.3645706,0.1935095,0.1777637,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.01081489,0.01181038,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0,,,,,,,,,0,0.002962735,0.003235448,
Ethanol,0,,,,,,,,,-2.073438E-15,4.076695,4.451945,
Ethylbenzene,0.857754406179024,,,,,,,,,2.896824,0.5396955,0.3227276,
Formaldehyde,11.2580265810997,,,,,,,,,0,7.063347,7.713511,
Hexaldehyde,1.10623537146945,,,,,,,,,2.822493,0.6719123,0.4739565,
Isobutane,0,,,,,,,,,0,0.06030528,0.06585623,
Isopentane,1.04696771048841,,,,,,,,,2.506891,0.6755511,0.5069808,
Isoprene,1.47603351393109,,,,,,,,,0,0.9023195,0.9853758,
Isovaleraldehyde,0.499413735171956,,,,,,,,,1.413318,0.3117519,0.2103554,
MVK,0.439476542937195,,,,,,,,,0,0.3485674,0.3806522,
Methanol,48.357130550638,,,,,,,,,0,62.99773,68.79652,
Methyl acetate,0.768169238427257,,,,,,,,,1.335018,0.5147972,0.4392979,
N-Butane,0.447279882549257,,,,,,,,,0.5417641,0.2838339,0.260092,
Naphthalene,0.249296661817852,,,,,,,,,0.7747843,0.1558224,0.09884843,
Parachlorobenzotrifluoride,0.179127900424073,,,,,,,,,0.5921596,0.1130819,0.068984,
Pentane,0.114353109130716,,,,,,,,,0.06794073,0.05817464,0.05727569,
Phenol,0.0757466168385336,,,,,,,,,-7.641308E-17,0.1873572,0.204603,
Phenylacetaldehyde,0,,,,,,,,,0,0.04764117,0.05202642,
Propylene,2.22213651103844,,,,,,,,,4.971829,1.339819,1.005501,
Tetrachloroethene,0.055825704535838,,,,,,,,,0.1708989,0.03495564,0.02244239,
Toluene,5.16906417927696,,,,,,,,,17.38808,3.260256,1.959824,
Trichlorofluoromethane,0.0780852612177376,,,,,,,,,-4.312075E-17,0.1375929,0.150258,
a-Pinene,0.517047868192567,,,,,,,,,0.6397872,0.3167611,0.2870274,
cis-2-Pentene,0,,,,,,,,,0,0.0006994238,0.0007638041,
m_p-Tolualdehyde,0.0237777895248506,,,,,,,,,0.07081822,0.01483613,0.009683109,
m_p-Xylene,1.26824307483528,,,,,,,,,4.309812,0.7931831,0.469486,
n-Butyl acetate,2.3505733515415,,,,,,,,,7.91078,1.503347,0.9135589,
o-Xylene,0.941587263159362,,,,,,,,,3.203027,0.5900967,0.3495828,
p-Cymene,0.023402474822059,,,,,,,,,0.02091716,0.01468382,0.01411006,
p-Isopropyl Toluene,0.00450877434285814,,,,,,,,,-5.255227E-18,0.01114371,0.01216946,

Percent of Factor Total for petroleum vapor,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,5.69332005518819,,,,,,,,,7.926504,3.332396,2.310729,
2-Methyl pentane,3.03150576639279,,,,,,,,,3.600017,1.729886,1.313994,
Acetaldehyde,5.72700939427494,,,,,,,,,0,3.91941,4.791032,
Benzene,1.90772566971358,,,,,,,,,2.199438,1.012321,0.7483224,
Benzene_ 1_2-dichloro-,0.0145621722576268,,,,,,,,,0,0.008230526,0.01006088,
Benzene_ 1_4-dichloro,0.0169132959748445,,,,,,,,,0,0.009231785,0.01128481,
Benzene_ propyl-,0.11208389639018,,,,,,,,,0.122115,0.06417692,0.05129226,
Carbon Tetrachloride,0,,,,,,,,,0,0.0299545,0.03661597,
Chloroform,0.142029975578396,,,,,,,,,0.127746,0.08269411,0.07267518,
Cyclohexanone,0,,,,,,,,,0,0.0005706946,0.0006976092,
Decamethylcyclopentasiloxane,1.46851650828641,,,,,,,,,1.836203,0.8495221,0.6300976,
Dichlorodifluoromethane,1.95237741278886,,,,,,,,,1.252867,1.158554,1.13758,
Dichloromethane,0.823695428147296,,,,,,,,,0.8166276,0.4812709,0.4066921,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0,,,,,,,,,0,0.02809878,0.03434755,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.116085619472176,,,,,,,,,0.1206243,0.0686088,0.05704125,
Ethanol,0,,,,,,,,,0,6.010681,7.347373,
Ethylbenzene,0.451205418149589,,,,,,,,,0.488915,0.2585629,0.2073357,
Formaldehyde,17.0443100712929,,,,,,,,,0,10.27833,12.56409,
Hexaldehyde,0,,,,,,,,,0,0.1098106,0.134231,
Isobutane,9.32428215675938,,,,,,,,,13.70464,5.455915,3.62151,
Isopentane,6.86433652677739,,,,,,,,,9.590031,3.977034,2.728779,
Isoprene,2.56101364724222,,,,,,,,,1.567675,1.497517,1.481914,
Isovaleraldehyde,0,,,,,,,,,0,0.03693495,0.04514877,
MVK,1.50247322308019,,,,,,,,,1.225442,0.8709631,0.7921317,
Methanol,0,,,,,,,,,0,34.54047,42.22178,
Methyl acetate,1.20541881256137,,,,,,,,,0.9026938,0.6384377,0.5796707,
N-Butane,15.2716091336333,,,,,,,,,22.43358,8.930914,5.928102,
Naphthalene,0,,,,,,,,,0,0.001719267,0.002101608,
Parachlorobenzotrifluoride,0.106237280929623,,,,,,,,,0.1164211,0.05908603,0.04633547,
Pentane,5.94492059551061,,,,,,,,,9.149113,3.486008,2.22661,
Phenol,0,,,,,,,,,0,0.07542111,0.09219372,
Phenylacetaldehyde,0.16735045503486,,,,,,,,,0,0.2366091,0.2892277,
Propylene,11.3821838485924,,,,,,,,,15.93999,6.650686,4.58487,
Tetrachloroethene,0.0376456082985432,,,,,,,,,0.03710747,0.02188951,0.01850524,
Toluene,2.87464535159737,,,,,,,,,3.029199,1.626663,1.314758,
Trichlorofluoromethane,0.558316126388869,,,,,,,,,0,0.3306734,0.4042105,
a-Pinene,0.578770367977248,,,,,,,,,0.3034063,0.3394392,0.3474524,
cis-2-Pentene,0.211494184266775,,,,,,,,,0.2902159,0.1240708,0.0871224,
m_p-Tolualdehyde,0.00650560745316855,,,,,,,,,0,0.003930862,0.004805031,
m_p-Xylene,0.699356811851225,,,,,,,,,0.7312338,0.404624,0.3319903,
n-Butyl acetate,1.64872773482978,,,,,,,,,1.960381,0.9371811,0.7096352,
o-Xylene,0.369611264885269,,,,,,,,,0.3453378,0.2145382,0.1854501,
p-Cymene,0.101415605679378,,,,,,,,,0.1113052,0.05932913,0.04777033,
p-Isopropyl Toluene,0.0823535002723074,,,,,,,,,0.07116771,0.04764403,0.04241268,

Percent of Factor Total for Solvent+secondary,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
1-Butene + Isobutylene,0.447042695748039,,,,,,,,,0.6904072,0.4802566,0.4020992,
2-Methyl pentane,0.0705393478547345,,,,,,,,,0.003842049,0.0789854,0.106932,
Acetaldehyde,0,,,,,,,,,0,0.5087189,0.6979171,
Benzene,0.406705007279985,,,,,,,,,0.7295293,0.4402061,0.3326034,
Benzene_ 1_2-dichloro-,0.00356024861873126,,,,,,,,,0.001501847,0.003788054,0.004638318,
Benzene_ 1_4-dichloro,0.00206411006180756,,,,,,,,,-2.049015E-18,0.002747857,0.003769815,
Benzene_ propyl-,0.00106093386687751,,,,,,,,,0,0.00264101,0.003623231,
Carbon Tetrachloride,0.472193191847702,,,,,,,,,0.8545201,0.5065052,0.3770745,
Chloroform,0.091338007694607,,,,,,,,,0.1600965,0.09838027,0.07542729,
Cyclohexanone,0.00611974341024726,,,,,,,,,0.009926348,0.006587786,0.005346137,
Decamethylcyclopentasiloxane,0,,,,,,,,,0,0.009640937,0.01322651,
Dichlorodifluoromethane,3.60385123759751,,,,,,,,,6.491186,3.842527,2.857461,
Dichloromethane,0.524347821950522,,,,,,,,,0.9239316,0.5647174,0.4311216,
Ethane_ 1_1_2-trichloro-1_2_2-trifluoro-,0.561041426812845,,,,,,,,,0.9965929,0.5994822,0.4517921,
Ethane_ 1_2-dichloro-1_1_2_2-tetrafluoro-,0.142894418292209,,,,,,,,,0.2576601,0.1522667,0.1130697,
Ethanol,3.94256143632665,,,,,,,,,0,3.419884,4.691777,
Ethylbenzene,0.0208704883086328,,,,,,,,,0.01639212,0.02089542,0.02257024,
Formaldehyde,1.63547736069194,,,,,,,,,0,2.581375,3.541417,
Hexaldehyde,1.53988862425955,,,,,,,,,2.623056,1.639408,1.273577,
Isobutane,0.0321458727786402,,,,,,,,,-2.314787E-17,0.03956828,0.05428416,
Isopentane,0,,,,,,,,,0,0.03184957,0.04369478,
Isoprene,0.192523466751519,,,,,,,,,0,0.331315,0.4545348,
Isovaleraldehyde,0.557018189999582,,,,,,,,,0.9595956,0.5940269,0.4580677,
MVK,0,,,,,,,,,0,0.09539849,0.1308782,
Methanol,77.8401535064459,,,,,,,,,72.12799,75.47826,76.72424,
Methyl acetate,0.148074072388446,,,,,,,,,0.1868445,0.1614288,0.1519764,
N-Butane,0.957572489690705,,,,,,,,,1.50593,1.019957,0.8392174,
Naphthalene,0,,,,,,,,,0,0.0009295773,0.001275297,
Parachlorobenzotrifluoride,0,,,,,,,,,0,0.0002430931,0.0003335021,
Pentane,0.111165614041854,,,,,,,,,0.1289071,0.1016862,0.0915624,
Phenol,1.33889529613309,,,,,,,,,2.277956,1.447185,1.138212,
Phenylacetaldehyde,1.28200125093611,,,,,,,,,2.251667,1.372709,1.045814,
Propylene,2.06638498105275,,,,,,,,,3.516115,2.200556,1.711285,
Tetrachloroethene,0.00572078997965461,,,,,,,,,0.007400285,0.00618073,0.005727163,
Toluene,0.133194415399499,,,,,,,,,0.1436685,0.1428809,0.1425879,
Trichlorofluoromethane,1.49936135918773,,,,,,,,,2.688176,1.610584,1.209815,
a-Pinene,0.225848927286928,,,,,,,,,0.3140309,0.2552834,0.2334345,
cis-2-Pentene,0.0221888882674921,,,,,,,,,0.03379458,0.02382963,0.02012355,
m_p-Tolualdehyde,0,,,,,,,,,0,0.0004119244,0.0005651236,
m_p-Xylene,0.0565717649705747,,,,,,,,,0.06511185,0.05874195,0.05637291,
n-Butyl acetate,0.024497510020024,,,,,,,,,0,0.02707084,0.03713878,
o-Xylene,0.019500481385415,,,,,,,,,0.01581633,0.02066365,0.02246642,
p-Cymene,0.015003934984749,,,,,,,,,0.01834739,0.01617022,0.0153605,
p-Isopropyl Toluene,0.0006139964914649,,,,,,,,,0,0.004076325,0.005592355,

