
Factor Contributions (avg = 1) from Base Run #19 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
19,09/30/21,3.882000E+000,-2.000000E-001,-2.741000E-002,1.438300E+000,1.012200E+000,-5.002800E-002,-2.000000E-001,-9.426200E-002,1.093600E+000
19,10/01/21,5.020000E-001,3.622400E-001,-6.785400E-002,1.564100E+000,1.010200E+000,2.220200E-001,2.329300E-001,-1.267100E-001,1.020900E+000
19,10/02/21,2.945600E-001,2.505300E-002,-6.146800E-002,1.539200E+000,1.718700E+000,8.463400E-002,1.282900E-001,-8.390600E-002,7.403400E-001
19,10/03/21,6.594300E-001,4.251000E-002,-6.405700E-002,1.246100E+000,2.242200E+000,6.777900E-001,5.333700E-002,-6.320900E-002,1.014000E+000
19,10/04/21,-1.367300E-001,2.756800E+000,-4.058500E-002,1.542500E+000,2.204200E+000,2.792500E+000,-1.245500E-001,-7.465300E-003,6.955900E-001
19,10/05/21,5.577200E-001,-6.150000E-002,5.974600E-001,3.647600E+000,4.565400E-001,-2.000000E-001,-1.192400E-001,1.022300E+000,-1.510900E-001
19,10/06/21,-8.367200E-003,5.217000E-001,8.016300E+000,2.436800E+000,-2.000000E-001,7.201000E-001,1.800900E-001,7.599100E+000,4.832200E-001
19,10/07/21,-4.000700E-002,3.779100E-002,4.368000E+000,2.976800E+000,1.879100E-001,-6.298900E-003,9.243700E-002,2.335600E+000,-1.537400E-001
19,10/08/21,-1.659200E-002,2.660700E-002,7.200400E-004,1.944500E-001,2.119600E-001,-3.891800E-003,-7.492100E-003,5.133900E-003,2.814200E-002
19,10/09/21,-2.000000E-001,-2.000000E-001,5.384700E+000,2.841600E+000,-2.000000E-001,4.196600E-001,1.265300E-001,5.612500E+000,-2.000000E-001
19,10/10/21,6.707100E-001,3.028100E-001,5.540100E+000,2.555900E+000,2.890600E-001,1.629800E+000,-2.000000E-001,1.914700E+000,2.828500E-001
19,10/11/21,-1.803100E-001,-2.000000E-001,2.980000E+000,4.303800E+000,2.939700E-001,-1.243000E-001,-2.000000E-001,2.370200E+000,-2.000000E-001
19,10/12/21,-1.677500E-001,2.168500E-001,-3.539100E-002,3.985500E+000,2.965700E-001,-2.000000E-001,-1.457400E-001,9.380600E-001,4.838300E-002
19,10/13/21,-1.907300E-001,5.086500E-001,1.771400E-003,3.538800E+000,3.583400E-001,4.727600E-001,-1.972700E-001,2.022600E+000,-2.550400E-003
19,10/14/21,-1.681500E-001,2.689000E-001,4.466200E+000,3.104100E+000,8.710700E-002,-2.000000E-001,4.328800E-002,3.834700E+000,2.048400E-002
